conclave_date,pope_name,rank,name,name_words,country_serving,born,age_at_conclave,years_served_as_cardinal,cardinal_type,date_created,creator_pope,position,votes_received_in_prev_conclave,newsweek_choice,betting_market,first_language,elected
2-Apr-2005,NA,105,José Saraiva Martins ,3,Portugal,6-Jan-1932,73.2375,4.1095,CD,21 February 2001,John Paul II,Prefect of the Congregation for the Causes of Saints,0,0,0,Portuguese,no
2-Apr-2005,NA,106,Crescenzio Sepe,2,Italy,2-Jun-1943,61.8344,4.1095,CD,21 February 2001,John Paul II,Prefect of the Congregation for the Evangelization of Peoples,0,0,0,Italian,no
2-Apr-2005,NA,107,Mario Francesco Pompedda,3,Italy,18-Apr-1929,75.9562,4.1095,CD,21 February 2001,John Paul II,Prefect emeritus of the Supreme Tribunal of the Apostolic Signatura,0,0,0,Italian,no
2-Apr-2005,NA,108,Walter Kasper,2,Germany,5-Mar-1933,72.0767,4.1095,CD,21 February 2001,John Paul II,President of the Pontifical Council for Promoting Christian Unity,0,0,0,German,no
2-Apr-2005,NA,109,Jean-Louis Tauran,2,France,5-Apr-1943,61.9932,1.4483,CD,21 October 2003,John Paul II,Archivist and Librarian of the Holy Roman Church,0,0,0,French,no
2-Apr-2005,NA,110,Renato Raffaele Martino,3,Italy,23-Nov-1932,72.3559,1.4483,CD,21 October 2003,John Paul II,President of the Pontifical Council for Justice and Peace,0,0,0,Italian,no
2-Apr-2005,NA,111,Francesco Marchisano,2,Italy,25-Jun-1929,75.7700,1.4483,CD,21 October 2003,John Paul II,Archpriest of the Papal Basilica of Saint Peter and President of the Labour Office of the Apostolic See,0,0,0,Italian,no
2-Apr-2005,NA,112,Julián Herranz Casado,3,Spain,31-Mar-1930,75.0062,1.4483,CD,21 October 2003,John Paul II,President of the Pontifical Council for Legislative Texts,0,0,0,Spanish,no
2-Apr-2005,NA,113,Javier Lozano Barragán,3,Mexico,26-Jan-1933,72.1807,1.4483,CD,21 October 2003,John Paul II,President of the Pontifical Council for the Pastoral Care of Health Care Workers,0,0,0,Spanish,no
2-Apr-2005,NA,114,Stephen Fumio Hamao,3,Japan,9-Mar-1930,75.0664,1.4483,CD,21 October 2003,John Paul II,President of the Pontifical Council for the Pastoral Care of Migrants and Itinerant People,0,0,0,Japanese,no
2-Apr-2005,NA,115,Attilio Nicora,2,Italy,16-Mar-1937,68.0465,1.4483,CD,21 October 2003,John Paul II,President of the Administration of the Patrimony of the Apostolic See,0,0,0,Italian,no
1-Oct-1978,NA,1,Jean-Marie Villot,2,France,11-Oct-1905,72.9719,13.6044,CB,22 February 1965,Paul VI,"Secretary of State, Camerlengo of the Holy Roman Church and President of the Pontifical Council Cor Unum[e]",0,0,0,French,no
1-Oct-1978,NA,2,Antonio Samorè,2,Italy,4-Dec-1905,72.8241,13.6044,CB,22 February 1965,Paul VI,Archivist and Librarian of the Holy Roman Church,0,0,0,Italian,no
1-Oct-1978,NA,3,Francesco Carpino,2,Italy,18-May-1905,73.3717,11.2663,CB,26 June 1967,Paul VI,Archbishop emeritus of Palermo,0,0,0,Italian,no
1-Oct-1978,NA,4,Sebastiano Baggio,2,Italy,16-May-1913,65.3771,11.2663,CB,26 June 1967,Paul VI,Prefect of the Sacred Congregation for Bishops,0,0,0,Italian,no
1-Oct-1978,NA,5,Stéphanos I Sidarouss,3,Egypt,22-Feb-1904,74.6064,9.4264,CB,28 April 1969,Paul VI,"Patriarch of Alexandria
(Coptic Catholic Church)",0,0,0,Arabic,no
1-Oct-1978,NA,6,Giuseppe Siri,2,Italy,20-May-1906,72.3669,13.6044,CP,22 February 1965,Paul VI,Archbishop of Genoa,0,0,0,Italian,no
1-Oct-1978,NA,7,Stefan Wyszyński,2,Poland,3-Aug-1901,77.1608,25.7166,CP,12 January 1953,Pius XII,Archbishop of Gniezno and of Warsaw,0,0,0,Polish,no
1-Oct-1978,NA,8,Paul Émile Léger ,3,Canada,26-Apr-1904,74.4312,25.7166,CP,12 January 1953,Pius XII,Archbishop emeritus of Montreal,0,0,0,French,no
1-Oct-1978,NA,9,José María Bueno y Monreal,5,Spain,11-Sep-1904,74.0534,25.7166,CP,12 January 1953,Pius XII,Archbishop of Seville,0,0,0,Spanish,no
1-Oct-1978,NA,10,Franz König,2,Austria,3-Aug-1905,73.1608,19.7947,CP,15 December 1958,John XXIII,Archbishop of Vienna and President of the Secretariat for Non-Believers,0,0,0,German,no
1-Oct-1978,NA,11,Bernardus Johannes Alfrink,3,Netherlands,5-Jul-1900,78.2396,19.7947,CP,15 December 1958,John XXIII,Archbishop emeritus of Utrecht,0,0,0,Dutch,no
1-Oct-1978,NA,12,Laurean Rugambwa,2,Tanzania,12-Jul-1912,66.2204,18.5106,CP,28 March 1960,John XXIII,Archbishop of Dar-es-Salaam,0,0,0,Swahili,no
1-Oct-1978,NA,13,José Humberto Quintero Parra,4,Venezuela,22-Sep-1902,76.0246,18.5106,CP,28 March 1960,John XXIII,Archbishop of Caracas,0,0,0,Spanish,no
1-Oct-1978,NA,14,Juan Landázuri Ricketts ,3,Peru,19-Nov-1913,64.8652,17.7057,CP,16 January 1961,John XXIII,Archbishop of Lima,0,0,0,Spanish,no
1-Oct-1978,NA,15,Raúl Silva Henríquez ,3,Chile,27-Sep-1907,71.0116,16.5366,CP,19 March 1962,John XXIII,Archbishop of Santiago de Chile,0,0,0,Spanish,no
1-Oct-1978,NA,16,Leo-Jozef Suenens,2,Belgium,16-Jul-1904,74.2094,16.5366,CP,19 March 1962,John XXIII,Archbishop of Mechelen–Brussels,0,0,0,Dutch,no
1-Oct-1978,NA,17,Thomas Benjamin Cooray ,3,Sri Lanka,28-Dec-1901,76.7584,16.5366,CP,19 March 1962,John XXIII,Archbishop emeritus of Colombo,0,0,0,Sinhala,no
1-Oct-1978,NA,18,Maurice Roy,2,Canada,25-Jan-1905,73.6810,13.6044,CP,22 February 1965,Paul VI,Archbishop of Quebec,0,0,0,French,no
1-Oct-1978,NA,19,Owen McCann,2,South Africa,29-Jun-1907,71.2580,13.6044,CP,22 February 1965,Paul VI,Archbishop of Cape Town,0,0,0,English,no
1-Oct-1978,NA,20,Léon-Étienne Duval,2,Algeria,9-Nov-1903,74.8939,13.6044,CP,22 February 1965,Paul VI,Archbishop of Algiers,0,0,0,French,no
1-Oct-1978,NA,21,Ermenegildo Florit,2,Italy,5-Jul-1901,77.2402,13.6044,CP,22 February 1965,Paul VI,Archbishop emeritus of Florence,0,0,0,Italian,no
1-Oct-1978,NA,22,Franjo Šeper,2,Yugoslavia,2-Oct-1905,72.9966,13.6044,CP,22 February 1965,Paul VI,Prefect of the Sacred Congregation for the Doctrine of the Faith,0,0,0,Croatian,no
1-Oct-1978,NA,23,Paul Zoungrana,2,Upper Volta,3-Sep-1917,61.0760,13.6044,CP,22 February 1965,Paul VI,Archbishop of Ouagadougou,0,0,0,Moore,no
1-Oct-1978,NA,24,Agnelo Rossi,2,Brazil,14-May-1910,68.3833,13.6044,CP,22 February 1965,Paul VI,Prefect of the Sacred Congregation for the Evangelization of Peoples,0,0,0,Portuguese,no
1-Oct-1978,NA,25,Giovanni Colombo,2,Italy,6-Dec-1902,75.8193,13.6044,CP,22 February 1965,Paul VI,Archbishop of Milan,0,0,0,Italian,no
1-Oct-1978,NA,26,Gabriel-Marie Garrone,2,France,12-Oct-1901,76.9692,13.6044,CP,22 February 1965,Paul VI,Prefect of the Sacred Congregation for Catholic Education and Camerlengo of the Sacred College of Cardinals,0,0,0,French,no
1-Oct-1978,NA,27,Egidio Vagnozzi,2,Italy,26-Feb-1906,72.5941,11.2663,CP,26 June 1967,Paul VI,President of the Prefecture for the Economic Affairs of the Holy See,0,0,0,Italian,no
1-Oct-1978,NA,28,Maximilien de Furstenberg,3,Belgium,23-Oct-1904,73.9384,11.2663,CP,26 June 1967,Paul VI,Grand Master of the Order of the Holy Sepulchre,0,0,0,French,no
1-Oct-1978,NA,29,José Clemente Maurer ,3,Bolivia,13-Mar-1900,78.5517,11.2663,CP,26 June 1967,Paul VI,Archbishop of Sucre,0,0,0,German,no
1-Oct-1978,NA,30,John Joseph Krol,3,United States,26-Oct-1910,67.9316,11.2663,CP,26 June 1967,Paul VI,Archbishop of Philadelphia,0,0,0,English,no
1-Oct-1978,NA,31,John Patrick Cody,3,United States,24-Dec-1907,70.7707,11.2663,CP,26 June 1967,Paul VI,Archbishop of Chicago,0,0,0,English,no
1-Oct-1978,NA,32,Corrado Ursi,2,Italy,26-Jul-1908,70.1821,11.2663,CP,26 June 1967,Paul VI,Archbishop of Naples,0,0,0,Italian,no
1-Oct-1978,NA,33,Alfred Bengsch,2,East Germany[f],10-Sep-1921,57.0568,11.2663,CP,26 June 1967,Paul VI,Archbishop-Bishop of Berlin,0,0,0,German,no
1-Oct-1978,NA,34,Justinus Darmojuwono,2,Indonesia,2-Nov-1914,63.9124,11.2663,CP,26 June 1967,Paul VI,Archbishop of Semarang,0,0,0,Javanese,no
1-Oct-1978,John Paul II,35,Karol Józef Wojtyła,3,Poland,18-May-1920,58.3710,11.2663,CP,26 June 1967,Paul VI,Archbishop of Kraków,0,0,0,Polish,no
1-Oct-1978,NA,36,Michele Pellegrino,2,Italy,25-Apr-1903,75.4360,11.2663,CP,26 June 1967,Paul VI,Archbishop emeritus of Turin,0,0,0,Italian,no
1-Oct-1978,NA,37,Alexandre-Charles Renard,2,France,7-Jun-1906,72.3176,11.2663,CP,26 June 1967,Paul VI,Archbishop of Lyon,0,0,0,French,no
1-Oct-1978,NA,38,Alfredo Vicente Scherer,3,Brazil,5-Feb-1903,75.6523,11.2663,CP,26 June 1967,Paul VI,Archbishop of Porto Alegre,0,0,0,German,no
1-Oct-1978,NA,39,Julio Rosales y Ras,4,Philippines,18-Sep-1906,72.0356,9.4264,CP,28 April 1969,Paul VI,Archbishop of Cebu,0,0,0,Cebuano,no
1-Oct-1978,NA,40,Gordon Joseph Gray,3,United Kingdom,10-Aug-1910,68.1424,9.4264,CP,28 April 1969,Paul VI,Archbishop of Saint Andrews and Edinburgh,0,0,0,English,no
1-Oct-1978,NA,41,Paolo Bertoli,2,Italy,1-Feb-1908,70.6639,9.4264,CP,28 April 1969,Paul VI,Prefect emeritus of the Sacred Congregation for the Causes of Saints,0,0,0,Italian,no
1-Oct-1978,NA,42,Joseph Parecattil,2,India,1-Apr-1912,66.4997,9.4264,CP,28 April 1969,Paul VI,"Archbishop of Ernakulam and President of the Pontifical Commission for the Revision of the Code of Oriental Canon Law
(Syro-Malabar Catholic Church)",0,0,0,Malayalam,no
1-Oct-1978,NA,43,John Francis Dearden,3,United States,15-Oct-1907,70.9624,9.4264,CP,28 April 1969,Paul VI,Archbishop of Detroit,0,0,0,English,no
1-Oct-1978,NA,44,François Marty,2,France,16-May-1904,74.3765,9.4264,CP,28 April 1969,Paul VI,Archbishop of Paris,0,0,0,French,no
1-Oct-1978,NA,45,George Bernard Flahiff,3,Canada,26-Oct-1905,72.9309,9.4264,CP,28 April 1969,Paul VI,Archbishop of Winnipeg,0,0,0,English,no
1-Oct-1978,NA,46,Paul Gouyon,2,France,24-Oct-1910,67.9370,9.4264,CP,28 April 1969,Paul VI,Archbishop of Rennes,0,0,0,French,no
1-Oct-1978,NA,47,Mario Casariego y Acevedo ,4,Guatemala,13-Feb-1909,69.6290,9.4264,CP,28 April 1969,Paul VI,Archbishop of Guatemala,0,0,0,Spanish,no
1-Oct-1978,NA,48,Vicente Enrique y Tarancón,4,Spain,14-May-1907,71.3840,9.4264,CP,28 April 1969,Paul VI,Archbishop of Madrid,0,0,0,Spanish,no
1-Oct-1978,NA,49,Joseph Malula,2,Zaire,12-Dec-1917,60.8022,9.4264,CP,28 April 1969,Paul VI,Archbishop of Kinshasa,0,0,0,Lingala,no
1-Oct-1978,NA,50,Pablo Muñoz Vega ,3,Ecuador,23-May-1903,75.3593,9.4264,CP,28 April 1969,Paul VI,Archbishop of Quito,0,0,0,Spanish,no
1-Oct-1978,NA,51,Antonio Poma,2,Italy,12-Jun-1910,68.3039,9.4264,CP,28 April 1969,Paul VI,Archbishop of Bologna,0,0,0,Italian,no
1-Oct-1978,NA,52,John Joseph Carberry,3,United States,31-Jul-1904,74.1684,9.4264,CP,28 April 1969,Paul VI,Archbishop of St. Louis,0,0,0,English,no
1-Oct-1978,NA,53,Terence James Cooke,3,United States,1-Mar-1921,57.5852,9.4264,CP,28 April 1969,Paul VI,Archbishop of New York,0,0,0,English,no
1-Oct-1978,NA,54,Stephen Kim Sou-hwan,3,South Korea,8-May-1922,56.3997,9.4264,CP,28 April 1969,Paul VI,Archbishop of Seoul,0,0,0,Korean,no
1-Oct-1978,NA,55,Eugênio de Araújo Sales,4,Brazil,8-Nov-1920,57.8946,9.4264,CP,28 April 1969,Paul VI,Archbishop of São Sebastião do Rio de Janeiro,0,0,0,Portuguese,no
1-Oct-1978,NA,56,Joseph Höffner,2,West Germany,24-Dec-1906,71.7700,9.4264,CP,28 April 1969,Paul VI,Archbishop of Cologne,0,0,0,German,no
1-Oct-1978,NA,57,John Joseph Wright,3,United States,18-Jul-1909,69.2047,9.4264,CP,28 April 1969,Paul VI,Prefect of the Sacred Congregation for the Clergy,0,0,0,English,no
1-Oct-1978,NA,58,Johannes Willebrands,2,Netherlands,4-Sep-1909,69.0732,9.4264,CP,28 April 1969,Paul VI,Archbishop of Utrecht and President of the Secretariat for Christian Unity,0,0,0,Dutch,no
1-Oct-1978,John Paul I,59,Albino Luciani,2,Italy,17-Oct-1912,65.9548,9.4264,CP,28 April 1969,Paul VI,Patriarch of Venice,0,0,0,Italian,yes
1-Oct-1978,NA,60,António Ribeiro,2,Portugal,21-May-1928,50.3628,5.5743,CP,5 March 1973,Paul VI,Patriarch of Lisbon,0,0,0,Portuguese,no
1-Oct-1978,NA,61,James Robert Knox,3,Australia,2-Mar-1914,64.5832,5.5743,CP,5 March 1973,Paul VI,Prefect of the Sacred Congregation for the Sacraments and Divine Worship,0,0,0,English,no
1-Oct-1978,NA,62,Avelar Brandão Vilela,3,Brazil,13-Jun-1912,66.2998,5.5743,CP,5 March 1973,Paul VI,Archbishop of São Salvador da Bahia,0,0,0,Portuguese,no
1-Oct-1978,NA,63,Joseph Cordeiro,2,Pakistan,19-Jan-1918,60.6982,5.5743,CP,5 March 1973,Paul VI,Archbishop of Karachi,0,0,0,Urdu,no
1-Oct-1978,NA,64,Aníbal Muñoz Duque,3,Colombia,3-Oct-1908,69.9932,5.5743,CP,5 March 1973,Paul VI,Archbishop of Bogotá,0,0,0,Spanish,no
1-Oct-1978,NA,65,Luis Aponte Martínez,3,"Puerto Rico
(United States)[i]",4-Aug-1922,56.1588,5.5743,CP,5 March 1973,Paul VI,Archbishop of San Juan de Puerto Rico,0,0,0,Spanish,no
1-Oct-1978,NA,66,Raúl Francisco Primatesta,3,Argentina,14-Apr-1919,59.4661,5.5743,CP,5 March 1973,Paul VI,Archbishop of Córdoba,0,0,0,Spanish,no
1-Oct-1978,NA,67,Salvatore Pappalardo,2,Italy,23-Sep-1918,60.0219,5.5743,CP,5 March 1973,Paul VI,Archbishop of Palermo,0,0,0,Italian,no
1-Oct-1978,NA,68,Marcelo González Martín,3,Spain,16-Jan-1918,60.7064,5.5743,CP,5 March 1973,Paul VI,Archbishop of Toledo,0,0,0,Spanish,no
1-Oct-1978,NA,69,Louis-Jean Guyot,2,France,7-Jul-1905,73.2348,5.5743,CP,5 March 1973,Paul VI,Archbishop of Toulouse,0,0,0,French,no
1-Oct-1978,NA,70,Ugo Poletti,2,Italy,19-Apr-1914,64.4517,5.5743,CP,5 March 1973,Paul VI,Vicar General for Rome and Archpriest of the Papal Basilica of Saint John Lateran,0,0,0,Italian,no
1-Oct-1978,NA,71,Timothy Manning,2,United States,15-Nov-1909,68.8761,5.5743,CP,5 March 1973,Paul VI,Archbishop of Los Angeles,0,0,0,English,no
1-Oct-1978,NA,72,Maurice Michael Otunga,3,Kenya,1-Jan-1923,55.7481,5.5743,CP,5 March 1973,Paul VI,Archbishop of Nairobi,0,0,0,Swahili,no
1-Oct-1978,NA,73,José Salazar López,3,Mexico,12-Jan-1910,68.7173,5.5743,CP,5 March 1973,Paul VI,Archbishop of Guadalajara,0,0,0,Spanish,no
1-Oct-1978,NA,74,Humberto Sousa Medeiros,3,United States,6-Oct-1915,62.9870,5.5743,CP,5 March 1973,Paul VI,Archbishop of Boston,0,0,0,Portuguese,no
1-Oct-1978,NA,75,Paulo Evaristo Arns ,3,Brazil,14-Sep-1921,57.0459,5.5743,CP,5 March 1973,Paul VI,Archbishop of São Paulo,0,0,0,Portuguese,no
1-Oct-1978,NA,76,James Darcy Freeman,3,Australia,9-Nov-1907,70.8939,5.5743,CP,5 March 1973,Paul VI,Archbishop of Sydney,0,0,0,English,no
1-Oct-1978,NA,77,Narciso Jubany Arnau,3,Spain,12-Aug-1913,65.1362,5.5743,CP,5 March 1973,Paul VI,Archbishop of Barcelona,0,0,0,Spanish,no
1-Oct-1978,NA,78,Hermann Volk,2,West Germany,27-Dec-1903,74.7625,5.5743,CP,5 March 1973,Paul VI,Bishop of Mainz,0,0,0,German,no
1-Oct-1978,NA,79,Pio Taofinuʻu ,2,Western Samoa,8-Dec-1923,54.8145,2.3546,CP,24 May 1976,Paul VI,Bishop of Samoa and Tokelau,0,0,0,Samoan,no
1-Oct-1978,NA,80,Octavio Antonio Beras Rojas,4,Dominican Republic,16-Nov-1906,71.8741,2.3546,CP,24 May 1976,Paul VI,Archbishop of Santo Domingo,0,0,0,Spanish,no
1-Oct-1978,NA,81,Juan Carlos Aramburu,3,Argentina,11-Feb-1912,66.6366,2.3546,CP,24 May 1976,Paul VI,Archbishop of Buenos Aires,0,0,0,Spanish,no
1-Oct-1978,NA,82,Joseph-Marie Trịnh Như Khuê,4,Vietnam,11-Dec-1898,79.8029,2.3546,CP,24 May 1976,Paul VI,Archbishop of Hanoi,0,0,0,Vietnamese,no
1-Oct-1978,NA,83,Hyacinthe Thiandoum,2,Senegal,2-Feb-1921,57.6591,2.3546,CP,24 May 1976,Paul VI,Archbishop of Dakar,0,0,0,Wolof,no
1-Oct-1978,NA,84,Emmanuel Nsubuga,2,Uganda,11-Nov-1914,63.8877,2.3546,CP,24 May 1976,Paul VI,Archbishop of Kampala,0,0,0,Luganda,no
1-Oct-1978,NA,85,Lawrence Trevor Picachy ,3,India,7-Aug-1916,62.1492,2.3546,CP,24 May 1976,Paul VI,Archbishop of Calcutta,0,0,0,English,no
1-Oct-1978,NA,86,Jaime Lachica Sin,3,Philippines,31-Aug-1928,50.0835,2.3546,CP,24 May 1976,Paul VI,Archbishop of Manila,0,0,0,Tagalog,no
1-Oct-1978,NA,87,William Wakefield Baum,3,United States,21-Nov-1926,51.8604,2.3546,CP,24 May 1976,Paul VI,Archbishop of Washington,0,0,0,English,no
1-Oct-1978,NA,88,Aloísio Lorscheider ,2,Brazil,8-Oct-1924,53.9795,2.3546,CP,24 May 1976,Paul VI,Archbishop of Fortaleza,0,0,0,Portuguese,no
1-Oct-1978,NA,89,Reginald Delargey,2,New Zealand,10-Dec-1914,63.8084,2.3546,CP,24 May 1976,Paul VI,Archbishop of Wellington,0,0,0,English,no
1-Oct-1978,NA,90,László Lékai,2,Hungary,12-Mar-1910,68.5558,2.3546,CP,24 May 1976,Paul VI,Archbishop of Esztergom,0,0,0,Hungarian,no
1-Oct-1978,NA,91,George Basil Hume ,3,United Kingdom,2-Mar-1923,55.5838,2.3546,CP,24 May 1976,Paul VI,Archbishop of Westminster,0,0,0,English,no
1-Oct-1978,NA,92,Victor Razafimahatratra ,2,Madagascar,8-Sep-1921,57.0623,2.3546,CP,24 May 1976,Paul VI,Archbishop of Tananarive,0,0,0,Malagasy,no
1-Oct-1978,NA,93,František Tomášek,2,Czechoslovakia,30-Jun-1899,79.2526,2.3546,CP,24 May 1976,Paul VI,Archbishop of Prague,0,0,0,Czech,no
1-Oct-1978,NA,94,Dominic Ignatius Ekandem,3,Nigeria,31-Mar-1905,73.5031,1.2621,CP,27 June 1977,Paul VI,Bishop of Ikot Ekpene,0,0,0,Ibibio,no
1-Oct-1978,NA,95,Giovanni Benelli,2,Italy,12-May-1921,57.3881,1.2621,CP,27 June 1977,Paul VI,Archbishop of Florence,0,0,0,Italian,no
1-Oct-1978,NA,96,Joseph Ratzinger,2,West Germany,16-Apr-1927,51.4606,11.2663,CP,26 June 1967,Paul VI,Archbishop of Munich and Freising,0,0,0,German,no
1-Oct-1978,NA,97,Pericle Felici,2,Italy,1-Aug-1911,67.1677,9.4264,CD,28 April 1969,Paul VI,Prefect of the Supreme Tribunal of the Apostolic Signatura and President of the Pontifical Commissions for the Revision of the Code of Canon Law and for the Interpretation of the Decrees of the Second Vatican Council (Protodeacon),0,0,0,Italian,no
1-Oct-1978,NA,98,Silvio Oddi,2,Italy,14-Nov-1910,67.8795,9.4264,CD,28 April 1969,Paul VI,Pontifical Legate for the Basilica of Saint Francis of Assisi,0,0,0,Italian,no
1-Oct-1978,NA,99,Giuseppe Paupini,2,Italy,25-Feb-1907,71.5975,9.4264,CD,28 April 1969,Paul VI,Major Penitentiary,0,0,0,Italian,no
1-Oct-1978,NA,100,Mario Nasalli Rocca di Corneliano,5,Italy,12-Aug-1903,75.1376,9.4264,CD,28 April 1969,Paul VI,Prefect emeritus of the Apostolic Palaces,0,0,0,Italian,no
1-Oct-1978,NA,101,Sergio Guerri,2,Italy,25-Dec-1905,72.7666,5.5743,CD,5 March 1973,Paul VI,Pro-President of the Pontifical Commission for Vatican City State,0,0,0,Italian,no
1-Oct-1978,NA,102,Sergio Pignedoli,2,Italy,4-Jun-1910,68.3258,5.5743,CD,5 March 1973,Paul VI,President of the Secretariat for Non-Christians,0,0,0,Italian,no
1-Oct-1978,NA,103,Umberto Mozzoni,2,Argentina,29-Jun-1904,74.2560,5.5743,CD,5 March 1973,Paul VI,President of the Commission of Cardinals for the Pontifical Shrines of Pompeii and Loreto,0,0,0,Italian,no
1-Oct-1978,NA,104,Paul-Pierre Philippe ,2,France,16-Apr-1905,73.4593,5.5743,CD,5 March 1973,Paul VI,Prefect of the Sacred Congregation for the Oriental Churches,0,0,0,French,no
1-Oct-1978,NA,105,Pietro Palazzini,2,Italy,19-May-1912,66.3682,5.5743,CD,5 March 1973,Paul VI,Secretary emeritus of the Sacred Congregation for the Clergy and of the Commission of Cardinals for the Pontifical Shrines of Pompeii and Loreto,0,0,0,Italian,no
1-Oct-1978,NA,106,Opilio Rossi,2,Italy,14-May-1910,68.3833,2.3546,CD,24 May 1976,Paul VI,President of the Pontifical Councils for the Laity and for the Family,0,0,0,Italian,no
1-Oct-1978,NA,107,Giuseppe Maria Sensi,3,Italy,27-May-1907,71.3484,2.3546,CD,24 May 1976,Paul VI,Apostolic Nuncio emeritus to Portugal,0,0,0,Italian,no
1-Oct-1978,NA,108,Corrado Bafile,2,Italy,4-Jul-1903,75.2444,2.3546,CD,24 May 1976,Paul VI,Prefect of the Sacred Congregation for the Causes of Saints,0,0,0,Italian,no
1-Oct-1978,NA,109,Joseph Schröffer,2,West Germany,20-Feb-1903,75.6112,2.3546,CD,24 May 1976,Paul VI,Secretary emeritus of the Sacred Congregation for Catholic Education,0,0,0,German,no
1-Oct-1978,NA,110,Eduardo Francisco Pironio,3,Argentina,3-Dec-1920,57.8261,2.3546,CD,24 May 1976,Paul VI,Prefect of the Sacred Congregation for the Religious and Secular Institutes,0,0,0,Spanish,no
1-Oct-1978,NA,111,Bernardin Gantin,2,Benin,8-May-1922,56.3997,1.2621,CD,27 June 1977,Paul VI,President of the Pontifical Commission for Justice and Peace and of the Pontifical Council Cor Unum[j],0,0,0,French,no
1-Oct-1978,NA,112,Mario Luigi Ciappi ,3,Italy,6-Oct-1909,68.9856,1.2621,CD,27 June 1977,Paul VI,Pro-Theologian of the Pontifical Household,0,0,0,Italian,no